market_id,display_name,category,process_family,target_variable,model_status,threshold_validation_status,historical_data_status,confidence_status,conservative_probability_status,odds_api_support,dk_contract_verified,requires_starting_goalie,requires_projected_active,requires_play_by_play,requires_joint_simulation,parlay_eligibility_status,can_calculate_true_p_today,can_calculate_market_novig_p_today,can_calculate_edge_ev_today,can_issue_operational_decision_today,prospective_validation_status,biggest_blocker,notes
GOALIE_WIN,Goalie to Record Win,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|GAME_SCORE_STATE,"P(goalie's team wins | goalie starts, NHL win-credit rules)",RESEARCH,NOT_BUILT,AVAILABLE_USED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","The production NHL win model already estimates team win probability -- this market needs only P(starter) x P(team win), not a new marginal model. Highest-leverage 'cheap' goalie market."
TEAM_SOG_TOTAL,Team Total SOG,TEAM,TEAM_SHOT_GENERATION,team SOG distribution,VALIDATED,VALIDATED_20PLUS_25PLUS_30PLUS_35PLUS_NOT_40PLUS,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,False,False,False,NOT_YET_ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","TEAM_SOG_VALIDATION_REPORT.md: direct Poisson GLM (7 features: log-baseline team SOG, recent-form, home/away, log-opponent-SOG-allowed-factor, H2H shrunk delta, back-to-back indicator) beats the strongest PIT-safe baseline (plain rolling team SOG/game) with bootstrap frac_improved >= 0.95 (game- and date-clustered) at 20+/25+/30+/35+ in BOTH eval seasons. 40+ is season-inconsistent (2024-25: 0.999; 2025-26: 0.693) despite adequate support (122-134 positive events/season) -- a real PARTIAL result at that one extreme tail threshold. Offense/defense multiplicative decomposition and player-SOG roster aggregation were BOTH tested and underperformed the simple direct GLM (aggregation scored ~22% worse, consistent with the Goalie Saves slice's finding that this architecture underperforms direct team-level modeling -- re-confirmed here, not assumed). Poisson vs Negative Binomial: alpha=0.0097, near-zero, Poisson adequate; a Normal/Gaussian approximation was also tested and found materially indistinguishable from Poisson (not adopted, no material improvement). Real reconciliation: 99.58% exact match against the independently-built Player SOG corpus's team-game sums; 83.3% exact match against opposing-goalie shots-faced (the residual is always explained by empty-net shots, which correctly do not count as a goalie's shots faced)."
PLAYER_FIRST_GOAL_SCORER,Player First Goal Scorer,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING|JOINT_DEPENDENCE_SIMULATION,Player First Goal Scorer,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"Competing-risk/hazard problem across all 12+ skaters on ice -- explicitly NOT P(goals>=1). Registry already carries this distinction (FIRST_GOAL entry, RESEARCH)."
PLAYER_LAST_GOAL_SCORER,Player Last Goal Scorer,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING|JOINT_DEPENDENCE_SIMULATION,Player Last Goal Scorer,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Symmetric to first-goal-scorer; also requires full event ordering.
TEAM_FIRST_GOAL_SCORER,Team First Goal Scorer,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team First Goal Scorer,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Conditional on which TEAM scores first (a team-level event-time question) then WHICH player on that team.
PLAYER_GOAL_PERIOD_1,Player Goal in Period 1,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING,Player Goal in Period 1,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"A crude period-share heuristic (assume goals split proportionally to period length) is mechanically possible without PBP, but would ignore real third-period/empty-net effects -- not built, not recommended as a first version."
PLAYER_GOAL_PERIOD_2,Player Goal in Period 2,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING,Player Goal in Period 2,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"A crude period-share heuristic (assume goals split proportionally to period length) is mechanically possible without PBP, but would ignore real third-period/empty-net effects -- not built, not recommended as a first version."
PLAYER_GOAL_PERIOD_3,Player Goal in Period 3,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PERIOD_EVENT_TIMING,Player Goal in Period 3,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"A crude period-share heuristic (assume goals split proportionally to period length) is mechanically possible without PBP, but would ignore real third-period/empty-net effects -- not built, not recommended as a first version."
PLAYER_PP_GOAL,Player Power-Play Goal,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|SPECIAL_TEAMS_STATE,Player Power-Play Goal,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,pp.goals is ALREADY captured in the Goals/Points/Assists corpora (situation='5on4') -- never turned into its own PP-goal count-distribution target. One of the lowest-effort not-yet-built markets given existing data.
PLAYER_SH_GOAL,Player Short-Handed Goal,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|SPECIAL_TEAMS_STATE,Player Short-Handed Goal,NOT_BUILT,NOT_BUILT,REQUIRES_NEW_EXTRACTION,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"Raw 'situation=4on5' rows exist in the same already-downloaded MoneyPuck files, but were only ever parsed for the BLOCKING side (research/player_blocks' 'pk' block) -- a forward's own SH-goal extraction from the same rows was never built."
GAME_WINNING_GOAL,Player Game-Winning Goal,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|GAME_SCORE_STATE|PERIOD_EVENT_TIMING,Player Game-Winning Goal,NOT_BUILT,NOT_BUILT,READY,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"Event-Timing Utility Closure slice: the RETROSPECTIVE ground-truth GWG is now deterministically derivable for every non-shootout historical game -- research/real_nhl_pbp/gwg.py, corpus-validated with 0 invariant violations across all 4,875 non-SO games in the 4-season corpus (see EVENT_TIMING_UTILITY_CLOSURE_REPORT.md). historical_data_status reflects that ground-truth availability only -- requires_joint_simulation stays True because PREDICTING (pre-game) who will score a future GWG is a different, still-unbuilt question from reconstructing what the GWG WAS in a completed game; model_status remains NOT_BUILT (Part 23's explicit instruction -- no predictive model exists)."
PLAYER_GOAL_AND_TEAM_WIN,Player Goal + Team Win,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|GAME_SCORE_STATE,Player Goal + Team Win,NOT_BUILT,NOT_BUILT,AVAILABLE_USED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Structural dependence (Part 27) -- a player scoring correlates with their team's win probability; must not be priced as P(goal)xP(win).
MULTIPLE_PLAYERS_BOTH_SCORE,Two Named Players Both to Score,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|JOINT_DEPENDENCE_SIMULATION,Two Named Players Both to Score,NOT_BUILT,NOT_BUILT,AVAILABLE_USED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Cross-player joint dependence -- teammates share the same game-level scoring environment.
PLAYER_PP_POINT,Player Power-Play Point,PLAYER_SPECIAL_TEAMS,SPECIAL_TEAMS_STATE|GOAL_ASSIST_POINT_ATTRIBUTION,Player Power-Play Point,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,pp block already captures points/goals/assists; never modeled as its own target.
PLAYER_SH_POINT,Player Short-Handed Point,PLAYER_SPECIAL_TEAMS,SPECIAL_TEAMS_STATE|GOAL_ASSIST_POINT_ATTRIBUTION,Player Short-Handed Point,NOT_BUILT,NOT_BUILT,REQUIRES_NEW_EXTRACTION,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
PLAYER_PIM_OU,Player Penalty Minutes O/U,PLAYER_PENALTIES,PENALTY_PROCESS,Player Penalty Minutes O/U,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,I_F_penalityMinutes / penalties fields confirmed present in the raw MoneyPuck CSV since the very first data audit this session -- never used as a modeling target.
PLAYER_TO_RECEIVE_PENALTY,Player to Receive a Penalty,PLAYER_PENALTIES,PENALTY_PROCESS,Player to Receive a Penalty,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
PLAYER_FACEOFF_WINS_OU,Player Faceoff Wins O/U,PLAYER_FACEOFFS,FACEOFF_PROCESS,Player Faceoff Wins O/U,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,"I_F_faceOffsWon / faceoffsWon / faceoffsLost confirmed present in the same raw CSVs, unused."
PLAYER_FACEOFFS_TAKEN_OU,Player Faceoffs Taken O/U,PLAYER_FACEOFFS,FACEOFF_PROCESS,Player Faceoffs Taken O/U,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
PLAYER_FACEOFF_PCT,Player Faceoff Percentage,PLAYER_FACEOFFS,FACEOFF_PROCESS,Player Faceoff Percentage,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
PLAYER_TOI_OU,Player Time on Ice O/U,PLAYER_USAGE_OTHER,PLAYER_ACTIVE_ROLE_TOI,Player Time on Ice O/U,NOT_BUILT,NOT_BUILT,AVAILABLE_USED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,icetime_seconds is the single most heavily-used PIT-safe feature in this entire project -- but was never itself fit as a standalone continuous-outcome sportsbook target.
PLAYER_PLUS_MINUS,Player Plus/Minus,PLAYER_USAGE_OTHER,TEAM_GOAL_GENERATION|JOINT_DEPENDENCE_SIMULATION,player plus/minus,REJECTED,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNSUPPORTED_MARKET,False,False,False,True,True,NOT_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),Model/feature explicitly rejected after testing,"Verdict carried forward unchanged from MULTI_PROP_RESEARCH_REPORT.md: no documented Odds API market key; depends on teammates/opponents/goalie/empty-net state. DEFER, do not re-litigate."
TEAM_GOALS_0PLUS,Team Total Goals,TEAM,TEAM_GOAL_GENERATION,Team Total Goals,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Team-level goal aggregates are already computed as CONTEXT features for every player prop this session -- never fit as their own coherent count distribution.
TEAM_GOALS_2PLUS,Team 2+ Goals,TEAM,TEAM_GOAL_GENERATION,Team 2+ Goals,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Team-level goal aggregates are already computed as CONTEXT features for every player prop this session -- never fit as their own coherent count distribution.
TEAM_GOALS_3PLUS,Team 3+ Goals,TEAM,TEAM_GOAL_GENERATION,Team 3+ Goals,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Team-level goal aggregates are already computed as CONTEXT features for every player prop this session -- never fit as their own coherent count distribution.
TEAM_GOALS_4PLUS,Team 4+ Goals,TEAM,TEAM_GOAL_GENERATION,Team 4+ Goals,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Team-level goal aggregates are already computed as CONTEXT features for every player prop this session -- never fit as their own coherent count distribution.
TEAM_GOALS_5PLUS,Team 5+ Goals,TEAM,TEAM_GOAL_GENERATION,Team 5+ Goals,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,Team-level goal aggregates are already computed as CONTEXT features for every player prop this session -- never fit as their own coherent count distribution.
TEAM_TO_SCORE_FIRST,Team to Score First,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team to Score First,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
TEAM_TO_SCORE_LAST,Team to Score Last,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team to Score Last,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
TEAM_PERIOD_1_TOTAL,Team Period 1 Total Goals,TEAM,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team Period 1 Total Goals,RESEARCH,ATTEMPTED_NOT_VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","TEAM_GOALS_BY_PERIOD_VALIDATION_REPORT.md: a real model (upstream full-game team-goal expectation x league-average period share + small offset-GLM adjustment, and a separate direct Poisson/NB GLM) was built and evaluated under strict walk-forward discipline. NEITHER beat the strongest PIT-safe baseline (full-game expectation x league-average share) with bootstrap evidence clearing this project's usual bar at any period/threshold, in both eval seasons simultaneously -- point-estimate differences were real but tiny (~0.0002-0.0007 mean Brier) and did not survive game- or date-clustered bootstrap scrutiny consistently. A real add-on test of MoneyPuck xG context (Part 8) made period-1 performance WORSE in the 2024-25 eval season (frac_improved 0.003) and did not clear the bar in 2025-26 either -- disclosed, not silently dropped. Real, disclosed home/away goal dependence exists and GROWS by period (raw correlation ~0 in P1, ~-0.05 to -0.07 in P2, ~-0.08 to -0.14 in P3) and is NOT explained away by the model (residual correlation nearly identical to raw) -- independence should not be assumed for future BTTS/correct-score pricing, especially in P3."
TEAM_PERIOD_2_TOTAL,Team Period 2 Total Goals,TEAM,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team Period 2 Total Goals,RESEARCH,ATTEMPTED_NOT_VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","TEAM_GOALS_BY_PERIOD_VALIDATION_REPORT.md: a real model (upstream full-game team-goal expectation x league-average period share + small offset-GLM adjustment, and a separate direct Poisson/NB GLM) was built and evaluated under strict walk-forward discipline. NEITHER beat the strongest PIT-safe baseline (full-game expectation x league-average share) with bootstrap evidence clearing this project's usual bar at any period/threshold, in both eval seasons simultaneously -- point-estimate differences were real but tiny (~0.0002-0.0007 mean Brier) and did not survive game- or date-clustered bootstrap scrutiny consistently. A real add-on test of MoneyPuck xG context (Part 8) made period-1 performance WORSE in the 2024-25 eval season (frac_improved 0.003) and did not clear the bar in 2025-26 either -- disclosed, not silently dropped. Real, disclosed home/away goal dependence exists and GROWS by period (raw correlation ~0 in P1, ~-0.05 to -0.07 in P2, ~-0.08 to -0.14 in P3) and is NOT explained away by the model (residual correlation nearly identical to raw) -- independence should not be assumed for future BTTS/correct-score pricing, especially in P3."
TEAM_PERIOD_3_TOTAL,Team Period 3 Total Goals,TEAM,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team Period 3 Total Goals,RESEARCH,ATTEMPTED_NOT_VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","TEAM_GOALS_BY_PERIOD_VALIDATION_REPORT.md: a real model (upstream full-game team-goal expectation x league-average period share + small offset-GLM adjustment, and a separate direct Poisson/NB GLM) was built and evaluated under strict walk-forward discipline. NEITHER beat the strongest PIT-safe baseline (full-game expectation x league-average share) with bootstrap evidence clearing this project's usual bar at any period/threshold, in both eval seasons simultaneously -- point-estimate differences were real but tiny (~0.0002-0.0007 mean Brier) and did not survive game- or date-clustered bootstrap scrutiny consistently. A real add-on test of MoneyPuck xG context (Part 8) made period-1 performance WORSE in the 2024-25 eval season (frac_improved 0.003) and did not clear the bar in 2025-26 either -- disclosed, not silently dropped. Real, disclosed home/away goal dependence exists and GROWS by period (raw correlation ~0 in P1, ~-0.05 to -0.07 in P2, ~-0.08 to -0.14 in P3) and is NOT explained away by the model (residual correlation nearly identical to raw) -- independence should not be assumed for future BTTS/correct-score pricing, especially in P3."
TEAM_SCORE_IN_PERIOD_1,Team to Score in 1st Period,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team to Score in 1st Period,RESEARCH,ATTEMPTED_NOT_VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","TEAM_GOALS_BY_PERIOD_VALIDATION_REPORT.md: a real model (upstream full-game team-goal expectation x league-average period share + small offset-GLM adjustment, and a separate direct Poisson/NB GLM) was built and evaluated under strict walk-forward discipline. NEITHER beat the strongest PIT-safe baseline (full-game expectation x league-average share) with bootstrap evidence clearing this project's usual bar at any period/threshold, in both eval seasons simultaneously -- point-estimate differences were real but tiny (~0.0002-0.0007 mean Brier) and did not survive game- or date-clustered bootstrap scrutiny consistently. A real add-on test of MoneyPuck xG context (Part 8) made period-1 performance WORSE in the 2024-25 eval season (frac_improved 0.003) and did not clear the bar in 2025-26 either -- disclosed, not silently dropped. Real, disclosed home/away goal dependence exists and GROWS by period (raw correlation ~0 in P1, ~-0.05 to -0.07 in P2, ~-0.08 to -0.14 in P3) and is NOT explained away by the model (residual correlation nearly identical to raw) -- independence should not be assumed for future BTTS/correct-score pricing, especially in P3."
TEAM_SCORE_EVERY_PERIOD,Team to Score Every Period,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team to Score Every Period,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
TEAM_WIN_EVERY_PERIOD,Team to Win Every Period,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team to Win Every Period,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
TEAM_HIGHEST_SCORING_PERIOD,Team Highest-Scoring Period,GAME_OUTCOME,TEAM_GOAL_GENERATION|PERIOD_EVENT_TIMING,Team Highest-Scoring Period,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,False,True,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
TEAM_SHUTOUT,Team Clean Sheet / Shutout,TEAM,TEAM_GOAL_GENERATION,Team Clean Sheet / Shutout,NOT_BUILT,NOT_BUILT,AVAILABLE_UNUSED_AS_STANDALONE_TARGET,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,False,True,False,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),No marginal model built,
